status,recovered_abs_path,destination_path,action,confidence,reviewer_note,phase2_decision
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/penta_core/ml/__init__.py,python/penta_core/ml/__init__.py,manual_review_required,0.9885,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/penta_core/ml/async_inference.py,python/penta_core/ml/inference.py,manual_review_required,0.9303,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/penta_core/ml/inference.py,python/penta_core/ml/inference.py,manual_review_required,0.9931,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/python/penta_core/ml/model_registry.py,python/penta_core/ml/model_registry.py,manual_review_required,0.9819,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src-tauri/Cargo.toml,src-tauri/Cargo.toml,manual_review_required,0.9917,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src-tauri/src/bridge/mod.rs,src-tauri/src/bridge/mod.rs,manual_review_required,0.9756,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src-tauri/src/commands.rs,src-tauri/src/commands.rs,manual_review_required,0.9598,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src-tauri/src/lib.rs,src-tauri/src/lib.rs,manual_review_required,0.9953,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src-tauri/src/main.rs,src-tauri/src/main.rs,manual_review_required,0.9588,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/BridgeClient.cpp,src/BridgeClient.cpp,manual_review_required,0.9999,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/VoiceProcessor.cpp,src/VoiceProcessor.cpp,manual_review_required,0.9998,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/audio/AudioFile.cpp,src/audio/AudioFile.cpp,manual_review_required,0.9995,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/audio/SpectralAnalyzer.cpp,src/audio/SpectralAnalyzer.cpp,manual_review_required,0.9969,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/core/memory.cpp,src/core/memory.cpp,manual_review_required,0.9992,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/cpp_music_brain/dsp/dsp.cpp,cpp_music_brain/src/dsp/dsp.cpp,manual_review_required,0.9214,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/cpp_music_brain/midi/groove.cpp,cpp_music_brain/src/midi/groove.cpp,manual_review_required,0.9246,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/cpp_music_brain/midi/humanizer.cpp,cpp_music_brain/src/midi/humanizer.cpp,manual_review_required,0.9247,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/dsp/audio_buffer.cpp,src/dsp/audio_buffer.cpp,manual_review_required,0.9991,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/AdaptiveGenerator.cpp,src/engine/AdaptiveGenerator.cpp,manual_review_required,0.9695,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/AdaptiveGenerator.h,src/engine/AdaptiveGenerator.h,manual_review_required,0.9921,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/EmotionMapper.h,src/engine/EmotionMapper.h,manual_review_required,0.9988,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/HybridCoupling.cpp,src/engine/HybridCoupling.cpp,manual_review_required,0.9991,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/IntentPipeline.cpp,src/engine/IntentPipeline.cpp,manual_review_required,0.9767,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/IntentPipeline.h,src/engine/IntentPipeline.h,manual_review_required,0.9862,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/KellyBrain.cpp,src/engine/KellyBrain.cpp,manual_review_required,0.9820,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/KellyBrain.h,src/engine/KellyBrain.h,manual_review_required,0.9896,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/MidiKompanionBrain.h,src/engine/MidiKompanionBrain.h,manual_review_required,0.9862,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/NetworkDynamics.cpp,src/engine/NetworkDynamics.cpp,manual_review_required,0.9997,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/NetworkDynamics.h,src/engine/NetworkDynamics.h,manual_review_required,0.9993,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/OSCOutputGenerator.h,src/engine/OSCOutputGenerator.h,manual_review_required,0.9999,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/QuantumEntropy.cpp,src/engine/QuantumEntropy.cpp,manual_review_required,0.9997,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/QuantumEntropy.h,src/engine/QuantumEntropy.h,manual_review_required,1.0000,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/QuantumVADSystem.cpp,src/engine/QuantumVADSystem.cpp,manual_review_required,0.9991,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/QuantumVADSystem.h,src/engine/QuantumVADSystem.h,manual_review_required,0.9990,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/TemporalMemory.h,src/engine/TemporalMemory.h,manual_review_required,1.0000,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/TimeSpacePropagation.cpp,src/engine/TimeSpacePropagation.cpp,manual_review_required,0.9992,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/VADCalculator.h,src/engine/VADCalculator.h,manual_review_required,0.9992,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/VADSystem.cpp,src/engine/VADSystem.cpp,manual_review_required,0.9997,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engine/VADSystem.h,src/engine/VADSystem.h,manual_review_required,0.9972,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engines/BassEngine.cpp,src/engines/BassEngine.cpp,manual_review_required,0.9962,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engines/BassEngine.h,src/engines/BassEngine.h,manual_review_required,0.9955,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engines/DrumGrooveEngine.cpp,src/engines/DrumGrooveEngine.cpp,manual_review_required,0.9912,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engines/DrumGrooveEngine.h,src/engines/DrumGrooveEngine.h,manual_review_required,0.9929,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engines/DynamicsEngine.cpp,src/engines/DynamicsEngine.cpp,manual_review_required,0.9946,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engines/DynamicsEngine.h,src/engines/DynamicsEngine.h,manual_review_required,0.9956,high_confidence_heuristic,approved_auto_apply
candidate_match,/Volumes/KmiDi-external/KmiDi_MASTER_VAULTEXTERNAL/KmiDi/legacy/RECOVERY_SOURCE/Datasets_Project/KmiDi/src/engines/MelodyEngine.cpp,src/engines/MelodyEngine.cpp,manual_review_required,0.9955,high_confidence_heuristic,approved_auto_apply
